trial_nr,Participant Public ID,Participant Private ID,t_response,choice,rt,gain,loss,score tally
59,5ef27abc9d48760e23cd8179,8944928,1.69E+12,0,302,0,0,98
60,5ef27abc9d48760e23cd8179,8944928,1.69E+12,0,395,0,0,98
61,5ef27abc9d48760e23cd8179,8944928,1.69E+12,2,1171,1,0,99
62,5ef27abc9d48760e23cd8179,8944928,1.69E+12,2,237,1,0,100
63,5ef27abc9d48760e23cd8179,8944928,1.69E+12,2,295,1,0,101
64,5ef27abc9d48760e23cd8179,8944928,1.69E+12,2,1331,0,0,101
65,5ef27abc9d48760e23cd8179,8944928,1.69E+12,2,1404,1,0,102
66,5ef27abc9d48760e23cd8179,8944928,1.69E+12,2,2930,1,1,102
67,5ef27abc9d48760e23cd8179,8944928,1.69E+12,2,330,1,1,102
68,5ef27abc9d48760e23cd8179,8944928,1.69E+12,2,320,1,1,102
69,5ef27abc9d48760e23cd8179,8944928,1.69E+12,1,1163,0,0,102
70,5ef27abc9d48760e23cd8179,8944928,1.69E+12,1,937,0,0,102
71,5ef27abc9d48760e23cd8179,8944928,1.69E+12,0,1589,1,0,103
72,5ef27abc9d48760e23cd8179,8944928,1.69E+12,0,341,1,1,103
73,5ef27abc9d48760e23cd8179,8944928,1.69E+12,0,355,1,0,104
74,5ef27abc9d48760e23cd8179,8944928,1.69E+12,0,1917,0,1,103
75,5ef27abc9d48760e23cd8179,8944928,1.69E+12,2,459,0,1,102
76,5ef27abc9d48760e23cd8179,8944928,1.69E+12,1,190,0,0,102
77,5ef27abc9d48760e23cd8179,8944928,1.69E+12,1,312,0,0,102
78,5ef27abc9d48760e23cd8179,8944928,1.69E+12,0,226,0,1,101
79,5ef27abc9d48760e23cd8179,8944928,1.69E+12,1,1613,0,1,100
80,5ef27abc9d48760e23cd8179,8944928,1.69E+12,1,442,0,0,100
81,5ef27abc9d48760e23cd8179,8944928,1.69E+12,2,297,1,0,101
82,5ef27abc9d48760e23cd8179,8944928,1.69E+12,2,2409,1,0,102
83,5ef27abc9d48760e23cd8179,8944928,1.69E+12,2,318,1,1,102
84,5ef27abc9d48760e23cd8179,8944928,1.69E+12,,,,,102
85,5ef27abc9d48760e23cd8179,8944928,1.69E+12,,,,,102
86,5ef27abc9d48760e23cd8179,8944928,1.69E+12,2,1903,0,0,102
87,5ef27abc9d48760e23cd8179,8944928,1.69E+12,2,352,1,1,102
88,5ef27abc9d48760e23cd8179,8944928,1.69E+12,0,886,1,1,102
89,5ef27abc9d48760e23cd8179,8944928,1.69E+12,1,1033,0,0,102
90,5ef27abc9d48760e23cd8179,8944928,1.69E+12,0,443,1,0,103
91,5ef27abc9d48760e23cd8179,8944928,1.69E+12,0,566,0,0,103
92,5ef27abc9d48760e23cd8179,8944928,1.69E+12,0,427,1,1,103
93,5ef27abc9d48760e23cd8179,8944928,1.69E+12,0,730,0,1,102
94,5ef27abc9d48760e23cd8179,8944928,1.69E+12,2,1913,1,1,102
95,5ef27abc9d48760e23cd8179,8944928,1.69E+12,2,2504,1,0,103
96,5ef27abc9d48760e23cd8179,8944928,1.69E+12,2,303,0,0,103
97,5ef27abc9d48760e23cd8179,8944928,1.69E+12,2,595,1,0,104
98,5ef27abc9d48760e23cd8179,8944928,1.69E+12,2,265,0,0,104
99,5ef27abc9d48760e23cd8179,8944928,1.69E+12,2,201,1,1,104
100,5ef27abc9d48760e23cd8179,8944928,1.69E+12,1,1194,0,1,103
101,5ef27abc9d48760e23cd8179,8944928,1.69E+12,2,45,1,0,104
102,5ef27abc9d48760e23cd8179,8944928,1.69E+12,2,1145,1,0,105
103,5ef27abc9d48760e23cd8179,8944928,1.69E+12,2,343,0,0,105
104,5ef27abc9d48760e23cd8179,8944928,1.69E+12,2,313,1,0,106
105,5ef27abc9d48760e23cd8179,8944928,1.69E+12,2,413,1,1,106
106,5ef27abc9d48760e23cd8179,8944928,1.69E+12,2,285,1,1,106
107,5ef27abc9d48760e23cd8179,8944928,1.69E+12,2,247,1,0,107
108,5ef27abc9d48760e23cd8179,8944928,1.69E+12,2,547,1,1,107
109,5ef27abc9d48760e23cd8179,8944928,1.69E+12,2,504,0,0,107
110,5ef27abc9d48760e23cd8179,8944928,1.69E+12,2,393,1,0,108
111,5ef27abc9d48760e23cd8179,8944928,1.69E+12,2,313,0,1,107
112,5ef27abc9d48760e23cd8179,8944928,1.69E+12,1,51,0,1,106
113,5ef27abc9d48760e23cd8179,8944928,1.69E+12,0,92,0,1,105
114,5ef27abc9d48760e23cd8179,8944928,1.69E+12,2,118,0,0,105
115,5ef27abc9d48760e23cd8179,8944928,1.69E+12,2,355,0,0,105
116,5ef27abc9d48760e23cd8179,8944928,1.69E+12,2,325,0,1,104
117,5ef27abc9d48760e23cd8179,8944928,1.69E+12,1,319,0,1,103
118,5ef27abc9d48760e23cd8179,8944928,1.69E+12,1,210,0,0,103
119,5ef27abc9d48760e23cd8179,8944928,1.69E+12,2,869,0,1,102
120,5ef27abc9d48760e23cd8179,8944928,1.69E+12,0,325,1,0,103
121,5ef27abc9d48760e23cd8179,8944928,1.69E+12,0,382,0,1,102
122,5ef27abc9d48760e23cd8179,8944928,1.69E+12,2,624,1,0,103
123,5ef27abc9d48760e23cd8179,8944928,1.69E+12,2,351,1,0,104
124,5ef27abc9d48760e23cd8179,8944928,1.69E+12,2,310,1,1,104
125,5ef27abc9d48760e23cd8179,8944928,1.69E+12,2,268,1,1,104
126,5ef27abc9d48760e23cd8179,8944928,1.69E+12,2,493,1,1,104
127,5ef27abc9d48760e23cd8179,8944928,1.69E+12,2,1178,0,1,103
128,5ef27abc9d48760e23cd8179,8944928,1.69E+12,1,676,0,1,102
129,5ef27abc9d48760e23cd8179,8944928,1.69E+12,0,294,1,1,102
130,5ef27abc9d48760e23cd8179,8944928,1.69E+12,0,152,0,0,102
131,5ef27abc9d48760e23cd8179,8944928,1.69E+12,0,309,1,0,103
132,5ef27abc9d48760e23cd8179,8944928,1.69E+12,0,262,0,0,103
133,5ef27abc9d48760e23cd8179,8944928,1.69E+12,0,419,1,0,104
134,5ef27abc9d48760e23cd8179,8944928,1.69E+12,0,382,1,1,104
135,5ef27abc9d48760e23cd8179,8944928,1.69E+12,0,375,0,0,104
136,5ef27abc9d48760e23cd8179,8944928,1.69E+12,0,496,0,0,104
137,5ef27abc9d48760e23cd8179,8944928,1.69E+12,0,311,1,1,104
138,5ef27abc9d48760e23cd8179,8944928,1.69E+12,0,299,0,0,104
139,5ef27abc9d48760e23cd8179,8944928,1.69E+12,2,277,1,1,104
140,5ef27abc9d48760e23cd8179,8944928,1.69E+12,2,225,0,1,103
141,5ef27abc9d48760e23cd8179,8944928,1.69E+12,0,974,1,0,104
142,5ef27abc9d48760e23cd8179,8944928,1.69E+12,0,269,0,1,103
143,5ef27abc9d48760e23cd8179,8944928,1.69E+12,2,221,1,1,103
144,5ef27abc9d48760e23cd8179,8944928,1.69E+12,1,209,0,1,102
145,5ef27abc9d48760e23cd8179,8944928,1.69E+12,2,237,0,1,101
146,5ef27abc9d48760e23cd8179,8944928,1.69E+12,0,155,0,0,101
147,5ef27abc9d48760e23cd8179,8944928,1.69E+12,0,321,1,1,101
148,5ef27abc9d48760e23cd8179,8944928,1.69E+12,0,442,1,0,102
149,5ef27abc9d48760e23cd8179,8944928,1.69E+12,0,282,1,0,103
150,5ef27abc9d48760e23cd8179,8944928,1.69E+12,0,364,1,0,104
151,5ef27abc9d48760e23cd8179,8944928,1.69E+12,0,454,1,0,105
152,5ef27abc9d48760e23cd8179,8944928,1.69E+12,0,322,1,0,106
153,5ef27abc9d48760e23cd8179,8944928,1.69E+12,0,470,1,1,106
154,5ef27abc9d48760e23cd8179,8944928,1.69E+12,0,329,1,1,106
155,5ef27abc9d48760e23cd8179,8944928,1.69E+12,0,284,1,0,107
156,5ef27abc9d48760e23cd8179,8944928,1.69E+12,0,404,1,0,108
157,5ef27abc9d48760e23cd8179,8944928,1.69E+12,0,399,1,0,109
158,5ef27abc9d48760e23cd8179,8944928,1.69E+12,0,459,1,0,110
159,5ef27abc9d48760e23cd8179,8944928,1.69E+12,0,438,1,0,111
160,5ef27abc9d48760e23cd8179,8944928,1.69E+12,0,321,0,0,111
161,5ef27abc9d48760e23cd8179,8944928,1.69E+12,0,410,1,1,111
162,5ef27abc9d48760e23cd8179,8944928,1.69E+12,0,332,1,0,112
163,5ef27abc9d48760e23cd8179,8944928,1.69E+12,0,305,1,0,113
164,5ef27abc9d48760e23cd8179,8944928,1.69E+12,0,309,1,0,114
165,5ef27abc9d48760e23cd8179,8944928,1.69E+12,0,596,1,0,115
166,5ef27abc9d48760e23cd8179,8944928,1.69E+12,0,362,0,0,115
167,5ef27abc9d48760e23cd8179,8944928,1.69E+12,0,329,0,0,115
168,5ef27abc9d48760e23cd8179,8944928,1.69E+12,0,275,1,0,116
169,5ef27abc9d48760e23cd8179,8944928,1.69E+12,0,276,1,0,117
170,5ef27abc9d48760e23cd8179,8944928,1.69E+12,0,620,0,0,117
171,5ef27abc9d48760e23cd8179,8944928,1.69E+12,0,353,1,1,117
172,5ef27abc9d48760e23cd8179,8944928,1.69E+12,0,303,1,0,118
173,5ef27abc9d48760e23cd8179,8944928,1.69E+12,0,229,1,0,119
174,5ef27abc9d48760e23cd8179,8944928,1.69E+12,0,211,1,0,120
175,5ef27abc9d48760e23cd8179,8944928,1.69E+12,0,329,1,0,121
176,5ef27abc9d48760e23cd8179,8944928,1.69E+12,0,310,0,1,120
177,5ef27abc9d48760e23cd8179,8944928,1.69E+12,2,258,0,1,119
178,5ef27abc9d48760e23cd8179,8944928,1.69E+12,1,307,1,0,120
179,5ef27abc9d48760e23cd8179,8944928,1.69E+12,1,278,1,1,120
180,5ef27abc9d48760e23cd8179,8944928,1.69E+12,1,272,0,1,119
181,5ef27abc9d48760e23cd8179,8944928,1.69E+12,0,88,1,1,119
182,5ef27abc9d48760e23cd8179,8944928,1.69E+12,0,230,1,0,120
183,5ef27abc9d48760e23cd8179,8944928,1.69E+12,0,385,1,0,121
184,5ef27abc9d48760e23cd8179,8944928,1.69E+12,0,141,0,1,120
185,5ef27abc9d48760e23cd8179,8944928,1.69E+12,2,219,0,0,120
186,5ef27abc9d48760e23cd8179,8944928,1.69E+12,2,450,1,1,120
187,5ef27abc9d48760e23cd8179,8944928,1.69E+12,2,341,0,1,119
188,5ef27abc9d48760e23cd8179,8944928,1.69E+12,1,356,0,0,119
189,5ef27abc9d48760e23cd8179,8944928,1.69E+12,1,528,1,1,119
190,5ef27abc9d48760e23cd8179,8944928,1.69E+12,1,945,0,1,118
191,5ef27abc9d48760e23cd8179,8944928,1.69E+12,0,185,0,0,118
192,5ef27abc9d48760e23cd8179,8944928,1.69E+12,0,1124,1,0,119
193,5ef27abc9d48760e23cd8179,8944928,1.69E+12,0,360,1,0,120
194,5ef27abc9d48760e23cd8179,8944928,1.69E+12,0,340,1,0,121
195,5ef27abc9d48760e23cd8179,8944928,1.69E+12,0,503,0,0,121
196,5ef27abc9d48760e23cd8179,8944928,1.69E+12,0,361,1,0,122
197,5ef27abc9d48760e23cd8179,8944928,1.69E+12,0,420,1,0,123
198,5ef27abc9d48760e23cd8179,8944928,1.69E+12,0,725,1,0,124
199,5ef27abc9d48760e23cd8179,8944928,1.69E+12,0,474,1,0,125
200,5ef27abc9d48760e23cd8179,8944928,1.69E+12,0,510,1,0,126
1,5f70f2db1da187103ac30229,8944840,1.69E+12,1,869,0,0,100
2,5f70f2db1da187103ac30229,8944840,1.69E+12,1,1118,1,0,101
3,5f70f2db1da187103ac30229,8944840,1.69E+12,1,1667,0,0,101
4,5f70f2db1da187103ac30229,8944840,1.69E+12,,,,,101
5,5f70f2db1da187103ac30229,8944840,1.69E+12,1,793,1,0,102
6,5f70f2db1da187103ac30229,8944840,1.69E+12,1,613,1,0,103
7,5f70f2db1da187103ac30229,8944840,1.69E+12,1,723,0,0,103
8,5f70f2db1da187103ac30229,8944840,1.69E+12,2,362,0,1,102
9,5f70f2db1da187103ac30229,8944840,1.69E+12,1,397,1,0,103
10,5f70f2db1da187103ac30229,8944840,1.69E+12,1,458,0,0,103
11,5f70f2db1da187103ac30229,8944840,1.69E+12,1,366,0,0,103
12,5f70f2db1da187103ac30229,8944840,1.69E+12,1,382,1,1,103
13,5f70f2db1da187103ac30229,8944840,1.69E+12,0,815,1,1,103
14,5f70f2db1da187103ac30229,8944840,1.69E+12,0,700,0,0,103
15,5f70f2db1da187103ac30229,8944840,1.69E+12,0,423,1,0,104
16,5f70f2db1da187103ac30229,8944840,1.69E+12,0,461,0,1,103
17,5f70f2db1da187103ac30229,8944840,1.69E+12,1,553,0,0,103
18,5f70f2db1da187103ac30229,8944840,1.69E+12,1,564,1,1,103
19,5f70f2db1da187103ac30229,8944840,1.69E+12,1,135,0,0,103
20,5f70f2db1da187103ac30229,8944840,1.69E+12,1,241,1,0,104
21,5f70f2db1da187103ac30229,8944840,1.69E+12,1,576,1,0,105
22,5f70f2db1da187103ac30229,8944840,1.69E+12,1,997,0,0,105
23,5f70f2db1da187103ac30229,8944840,1.69E+12,1,635,0,0,105
24,5f70f2db1da187103ac30229,8944840,1.69E+12,1,545,0,1,104
25,5f70f2db1da187103ac30229,8944840,1.69E+12,1,722,1,0,105
26,5f70f2db1da187103ac30229,8944840,1.69E+12,0,647,0,1,104
27,5f70f2db1da187103ac30229,8944840,1.69E+12,1,848,1,0,105
28,5f70f2db1da187103ac30229,8944840,1.69E+12,1,1472,0,1,104
29,5f70f2db1da187103ac30229,8944840,1.69E+12,1,485,0,1,103
30,5f70f2db1da187103ac30229,8944840,1.69E+12,0,128,0,1,102
31,5f70f2db1da187103ac30229,8944840,1.69E+12,0,141,0,0,102
32,5f70f2db1da187103ac30229,8944840,1.69E+12,0,44,1,0,103
33,5f70f2db1da187103ac30229,8944840,1.69E+12,0,786,1,0,104
34,5f70f2db1da187103ac30229,8944840,1.69E+12,0,737,0,0,104
35,5f70f2db1da187103ac30229,8944840,1.69E+12,0,1509,0,0,104
36,5f70f2db1da187103ac30229,8944840,1.69E+12,0,553,0,1,103
37,5f70f2db1da187103ac30229,8944840,1.69E+12,2,489,0,1,102
38,5f70f2db1da187103ac30229,8944840,1.69E+12,2,354,1,1,102
39,5f70f2db1da187103ac30229,8944840,1.69E+12,2,542,1,1,102
40,5f70f2db1da187103ac30229,8944840,1.69E+12,2,324,0,1,101
41,5f70f2db1da187103ac30229,8944840,1.69E+12,2,718,0,1,100
42,5f70f2db1da187103ac30229,8944840,1.69E+12,1,357,0,1,99
43,5f70f2db1da187103ac30229,8944840,1.69E+12,0,499,0,0,99
44,5f70f2db1da187103ac30229,8944840,1.69E+12,0,564,1,1,99
45,5f70f2db1da187103ac30229,8944840,1.69E+12,0,425,1,1,99
46,5f70f2db1da187103ac30229,8944840,1.69E+12,0,80,1,1,99
47,5f70f2db1da187103ac30229,8944840,1.69E+12,0,523,0,1,98
48,5f70f2db1da187103ac30229,8944840,1.69E+12,1,475,0,1,97
49,5f70f2db1da187103ac30229,8944840,1.69E+12,1,12,0,1,96
50,5f70f2db1da187103ac30229,8944840,1.69E+12,0,707,0,1,95
51,5f70f2db1da187103ac30229,8944840,1.69E+12,0,400,0,1,94
52,5f70f2db1da187103ac30229,8944840,1.69E+12,0,592,0,1,93
53,5f70f2db1da187103ac30229,8944840,1.69E+12,1,378,1,0,94
54,5f70f2db1da187103ac30229,8944840,1.69E+12,1,625,0,0,94
55,5f70f2db1da187103ac30229,8944840,1.69E+12,1,504,0,1,93
56,5f70f2db1da187103ac30229,8944840,1.69E+12,1,48,0,1,92
57,5f70f2db1da187103ac30229,8944840,1.69E+12,1,683,0,1,91
58,5f70f2db1da187103ac30229,8944840,1.69E+12,0,358,0,0,91
59,5f70f2db1da187103ac30229,8944840,1.69E+12,0,358,0,0,91
60,5f70f2db1da187103ac30229,8944840,1.69E+12,1,467,0,0,91
61,5f70f2db1da187103ac30229,8944840,1.69E+12,1,963,0,1,90
62,5f70f2db1da187103ac30229,8944840,1.69E+12,0,473,1,1,90
63,5f70f2db1da187103ac30229,8944840,1.69E+12,1,672,0,0,90
64,5f70f2db1da187103ac30229,8944840,1.69E+12,1,747,0,1,89
65,5f70f2db1da187103ac30229,8944840,1.69E+12,0,335,0,1,88
66,5f70f2db1da187103ac30229,8944840,1.69E+12,0,958,0,1,87
67,5f70f2db1da187103ac30229,8944840,1.69E+12,0,503,0,1,86
68,5f70f2db1da187103ac30229,8944840,1.69E+12,0,1010,1,1,86
69,5f70f2db1da187103ac30229,8944840,1.69E+12,0,102,0,1,85
70,5f70f2db1da187103ac30229,8944840,1.69E+12,2,420,0,0,85
71,5f70f2db1da187103ac30229,8944840,1.69E+12,2,101,1,0,86
72,5f70f2db1da187103ac30229,8944840,1.69E+12,2,401,1,0,87
73,5f70f2db1da187103ac30229,8944840,1.69E+12,2,480,1,0,88
74,5f70f2db1da187103ac30229,8944840,1.69E+12,2,800,0,1,87
75,5f70f2db1da187103ac30229,8944840,1.69E+12,2,546,0,1,86
76,5f70f2db1da187103ac30229,8944840,1.69E+12,1,383,0,1,85
77,5f70f2db1da187103ac30229,8944840,1.69E+12,1,458,0,1,84
78,5f70f2db1da187103ac30229,8944840,1.69E+12,0,371,1,0,85
79,5f70f2db1da187103ac30229,8944840,1.69E+12,,,,,85
80,5f70f2db1da187103ac30229,8944840,1.69E+12,0,1843,0,1,84
81,5f70f2db1da187103ac30229,8944840,1.69E+12,0,583,0,1,83
82,5f70f2db1da187103ac30229,8944840,1.69E+12,0,167,0,0,83
83,5f70f2db1da187103ac30229,8944840,1.69E+12,1,348,0,1,82
84,5f70f2db1da187103ac30229,8944840,1.69E+12,0,648,1,0,83
85,5f70f2db1da187103ac30229,8944840,1.69E+12,1,346,0,0,83
86,5f70f2db1da187103ac30229,8944840,1.69E+12,0,610,1,1,83
87,5f70f2db1da187103ac30229,8944840,1.69E+12,0,391,0,0,83
88,5f70f2db1da187103ac30229,8944840,1.69E+12,0,374,1,0,84
89,5f70f2db1da187103ac30229,8944840,1.69E+12,0,338,0,1,83
90,5f70f2db1da187103ac30229,8944840,1.69E+12,1,423,0,0,83
91,5f70f2db1da187103ac30229,8944840,1.69E+12,0,322,0,0,83
92,5f70f2db1da187103ac30229,8944840,1.69E+12,2,345,1,1,83
93,5f70f2db1da187103ac30229,8944840,1.69E+12,2,469,1,1,83
94,5f70f2db1da187103ac30229,8944840,1.69E+12,2,452,1,1,83
95,5f70f2db1da187103ac30229,8944840,1.69E+12,0,410,0,0,83
96,5f70f2db1da187103ac30229,8944840,1.69E+12,0,954,0,1,82
97,5f70f2db1da187103ac30229,8944840,1.69E+12,0,902,0,1,81
98,5f70f2db1da187103ac30229,8944840,1.69E+12,1,560,0,1,80
99,5f70f2db1da187103ac30229,8944840,1.69E+12,2,383,0,0,80
100,5f70f2db1da187103ac30229,8944840,1.69E+12,2,999,1,1,80
101,5f70f2db1da187103ac30229,8944840,1.69E+12,2,373,0,1,79
102,5f70f2db1da187103ac30229,8944840,1.69E+12,0,328,1,0,80
103,5f70f2db1da187103ac30229,8944840,1.69E+12,0,425,0,1,79
104,5f70f2db1da187103ac30229,8944840,1.69E+12,1,323,0,0,79
105,5f70f2db1da187103ac30229,8944840,1.69E+12,1,211,0,0,79
106,5f70f2db1da187103ac30229,8944840,1.69E+12,0,471,0,1,78
107,5f70f2db1da187103ac30229,8944840,1.69E+12,2,382,1,1,78
108,5f70f2db1da187103ac30229,8944840,1.69E+12,1,239,0,0,78
109,5f70f2db1da187103ac30229,8944840,1.69E+12,2,208,0,1,77
110,5f70f2db1da187103ac30229,8944840,1.69E+12,1,489,1,0,78
111,5f70f2db1da187103ac30229,8944840,1.69E+12,1,417,0,1,77
112,5f70f2db1da187103ac30229,8944840,1.69E+12,0,59,1,0,78
113,5f70f2db1da187103ac30229,8944840,1.69E+12,0,341,0,0,78
114,5f70f2db1da187103ac30229,8944840,1.69E+12,2,34,1,1,78
115,5f70f2db1da187103ac30229,8944840,1.69E+12,2,340,1,1,78
116,5f70f2db1da187103ac30229,8944840,1.69E+12,2,399,0,0,78
117,5f70f2db1da187103ac30229,8944840,1.69E+12,2,350,0,1,77
118,5f70f2db1da187103ac30229,8944840,1.69E+12,2,447,0,1,76
119,5f70f2db1da187103ac30229,8944840,1.69E+12,1,544,0,0,76
120,5f70f2db1da187103ac30229,8944840,1.69E+12,1,458,0,1,75
121,5f70f2db1da187103ac30229,8944840,1.69E+12,0,249,0,0,75
122,5f70f2db1da187103ac30229,8944840,1.69E+12,0,290,1,1,75
123,5f70f2db1da187103ac30229,8944840,1.69E+12,0,327,1,1,75
124,5f70f2db1da187103ac30229,8944840,1.69E+12,1,350,0,0,75
125,5f70f2db1da187103ac30229,8944840,1.69E+12,1,570,0,0,75
126,5f70f2db1da187103ac30229,8944840,1.69E+12,1,1391,1,1,75
127,5f70f2db1da187103ac30229,8944840,1.69E+12,1,619,0,1,74
128,5f70f2db1da187103ac30229,8944840,1.69E+12,0,164,1,0,75
129,5f70f2db1da187103ac30229,8944840,1.69E+12,0,463,1,0,76
130,5f70f2db1da187103ac30229,8944840,1.69E+12,0,449,1,0,77
131,5f70f2db1da187103ac30229,8944840,1.69E+12,0,91,1,0,78
132,5f70f2db1da187103ac30229,8944840,1.69E+12,0,530,1,0,79
133,5f70f2db1da187103ac30229,8944840,1.69E+12,0,1050,1,0,80
134,5f70f2db1da187103ac30229,8944840,1.69E+12,0,891,0,0,80
135,5f70f2db1da187103ac30229,8944840,1.69E+12,0,412,1,1,80
136,5f70f2db1da187103ac30229,8944840,1.69E+12,0,471,0,1,79
137,5f70f2db1da187103ac30229,8944840,1.69E+12,0,639,1,0,80
138,5f70f2db1da187103ac30229,8944840,1.69E+12,0,1259,1,1,80
139,5f70f2db1da187103ac30229,8944840,1.69E+12,0,525,1,1,80
140,5f70f2db1da187103ac30229,8944840,1.69E+12,0,287,1,0,81
141,5f70f2db1da187103ac30229,8944840,1.69E+12,0,453,1,1,81
142,5f70f2db1da187103ac30229,8944840,1.69E+12,0,482,1,1,81
143,5f70f2db1da187103ac30229,8944840,1.69E+12,0,453,1,0,82
144,5f70f2db1da187103ac30229,8944840,1.69E+12,0,223,1,1,82
145,5f70f2db1da187103ac30229,8944840,1.69E+12,0,590,0,1,81
146,5f70f2db1da187103ac30229,8944840,1.69E+12,0,361,1,0,82
147,5f70f2db1da187103ac30229,8944840,1.69E+12,0,361,1,0,84
148,5f70f2db1da187103ac30229,8944840,1.69E+12,0,361,1,0,84
149,5f70f2db1da187103ac30229,8944840,1.69E+12,0,559,1,0,85
150,5f70f2db1da187103ac30229,8944840,1.69E+12,0,326,1,0,86
151,5f70f2db1da187103ac30229,8944840,1.69E+12,0,654,1,0,87
152,5f70f2db1da187103ac30229,8944840,1.69E+12,0,390,1,0,88
153,5f70f2db1da187103ac30229,8944840,1.69E+12,0,475,1,0,89
154,5f70f2db1da187103ac30229,8944840,1.69E+12,0,315,1,0,90
155,5f70f2db1da187103ac30229,8944840,1.69E+12,0,636,1,0,91
156,5f70f2db1da187103ac30229,8944840,1.69E+12,0,322,1,0,92
157,5f70f2db1da187103ac30229,8944840,1.69E+12,0,349,1,1,92
158,5f70f2db1da187103ac30229,8944840,1.69E+12,0,377,0,0,92
159,5f70f2db1da187103ac30229,8944840,1.69E+12,0,31,1,0,93
160,5f70f2db1da187103ac30229,8944840,1.69E+12,0,791,1,1,93
161,5f70f2db1da187103ac30229,8944840,1.69E+12,0,110,0,0,93
162,5f70f2db1da187103ac30229,8944840,1.69E+12,0,319,1,0,94
163,5f70f2db1da187103ac30229,8944840,1.69E+12,0,2783,1,0,95
164,5f70f2db1da187103ac30229,8944840,1.69E+12,0,417,1,0,96
165,5f70f2db1da187103ac30229,8944840,1.69E+12,0,400,1,0,97
166,5f70f2db1da187103ac30229,8944840,1.69E+12,0,78,1,1,97
167,5f70f2db1da187103ac30229,8944840,1.69E+12,0,332,0,0,97
168,5f70f2db1da187103ac30229,8944840,1.69E+12,0,44,0,0,97
169,5f70f2db1da187103ac30229,8944840,1.69E+12,0,320,0,0,97
170,5f70f2db1da187103ac30229,8944840,1.69E+12,0,357,1,0,98
171,5f70f2db1da187103ac30229,8944840,1.69E+12,0,267,0,1,97
172,5f70f2db1da187103ac30229,8944840,1.69E+12,0,305,0,0,97
173,5f70f2db1da187103ac30229,8944840,1.69E+12,0,48,0,0,97
174,5f70f2db1da187103ac30229,8944840,1.69E+12,0,433,1,0,98
175,5f70f2db1da187103ac30229,8944840,1.69E+12,0,475,0,0,98
176,5f70f2db1da187103ac30229,8944840,1.69E+12,0,795,0,0,98
177,5f70f2db1da187103ac30229,8944840,1.69E+12,0,1582,0,0,98
178,5f70f2db1da187103ac30229,8944840,1.69E+12,0,397,0,0,98
179,5f70f2db1da187103ac30229,8944840,1.69E+12,0,1231,1,1,98
180,5f70f2db1da187103ac30229,8944840,1.69E+12,0,1124,0,1,97
181,5f70f2db1da187103ac30229,8944840,1.69E+12,0,788,1,0,98
182,5f70f2db1da187103ac30229,8944840,1.69E+12,0,457,0,1,97
183,5f70f2db1da187103ac30229,8944840,1.69E+12,0,128,1,0,98
184,5f70f2db1da187103ac30229,8944840,1.69E+12,0,360,0,0,98
185,5f70f2db1da187103ac30229,8944840,1.69E+12,0,17,1,1,98
186,5f70f2db1da187103ac30229,8944840,1.69E+12,0,356,0,0,98
187,5f70f2db1da187103ac30229,8944840,1.69E+12,0,666,1,1,98
188,5f70f2db1da187103ac30229,8944840,1.69E+12,0,692,0,0,98
189,5f70f2db1da187103ac30229,8944840,1.69E+12,0,1025,1,0,99
190,5f70f2db1da187103ac30229,8944840,1.69E+12,0,1289,0,1,98
191,5f70f2db1da187103ac30229,8944840,1.69E+12,0,1336,1,0,99
192,5f70f2db1da187103ac30229,8944840,1.69E+12,0,699,1,0,100
193,5f70f2db1da187103ac30229,8944840,1.69E+12,0,726,1,0,101
194,5f70f2db1da187103ac30229,8944840,1.69E+12,0,913,1,0,102
195,5f70f2db1da187103ac30229,8944840,1.69E+12,0,516,1,0,103
196,5f70f2db1da187103ac30229,8944840,1.69E+12,0,640,1,0,104
197,5f70f2db1da187103ac30229,8944840,1.69E+12,0,397,1,0,105
198,5f70f2db1da187103ac30229,8944840,1.69E+12,0,854,1,0,106
199,5f70f2db1da187103ac30229,8944840,1.69E+12,0,397,1,0,107
200,5f70f2db1da187103ac30229,8944840,1.69E+12,0,1010,1,0,108
1,62ed1d676bc4d1eaeae21c1b,8943829,1.69E+12,1,1422,1,0,101
2,62ed1d676bc4d1eaeae21c1b,8943829,1.69E+12,1,492,1,0,102
3,62ed1d676bc4d1eaeae21c1b,8943829,1.69E+12,1,1613,1,0,103
4,62ed1d676bc4d1eaeae21c1b,8943829,1.69E+12,1,328,0,0,103
5,62ed1d676bc4d1eaeae21c1b,8943829,1.69E+12,2,468,0,1,102
6,62ed1d676bc4d1eaeae21c1b,8943829,1.69E+12,0,289,0,0,102
7,62ed1d676bc4d1eaeae21c1b,8943829,1.69E+12,1,286,0,0,102
8,62ed1d676bc4d1eaeae21c1b,8943829,1.69E+12,0,475,0,1,101
9,62ed1d676bc4d1eaeae21c1b,8943829,1.69E+12,2,273,0,1,100
10,62ed1d676bc4d1eaeae21c1b,8943829,1.69E+12,1,397,1,1,100
11,62ed1d676bc4d1eaeae21c1b,8943829,1.69E+12,1,328,1,0,101
12,62ed1d676bc4d1eaeae21c1b,8943829,1.69E+12,1,275,1,0,102
13,62ed1d676bc4d1eaeae21c1b,8943829,1.69E+12,1,403,0,0,102
14,62ed1d676bc4d1eaeae21c1b,8943829,1.69E+12,1,772,0,0,102
15,62ed1d676bc4d1eaeae21c1b,8943829,1.69E+12,1,285,0,0,102
