Participant.Public.ID,trial_nr,choice,rt,gain,loss,score.tally
5e85f278c880ee1edb7e96ee,193,0,278,1,0,127
5e85f278c880ee1edb7e96ee,194,0,254,1,0,128
5e85f278c880ee1edb7e96ee,195,0,469,1,0,129
5e85f278c880ee1edb7e96ee,196,0,379,1,1,129
5e85f278c880ee1edb7e96ee,197,0,250,1,1,129
5e85f278c880ee1edb7e96ee,198,0,289,1,0,130
5e85f278c880ee1edb7e96ee,199,0,301,0,0,130
5e85f278c880ee1edb7e96ee,200,0,415,0,0,130
60ad5e41e09138d7c9827f4e,2,1,664,0,0,100
60ad5e41e09138d7c9827f4e,3,0,576,1,0,101
60ad5e41e09138d7c9827f4e,4,2,413,0,1,100
60ad5e41e09138d7c9827f4e,5,0,242,0,1,99
60ad5e41e09138d7c9827f4e,6,2,209,0,0,99
60ad5e41e09138d7c9827f4e,7,1,538,0,0,99
60ad5e41e09138d7c9827f4e,8,1,412,1,1,99
60ad5e41e09138d7c9827f4e,9,1,704,1,0,100
60ad5e41e09138d7c9827f4e,10,0,340,0,0,100
60ad5e41e09138d7c9827f4e,11,2,497,0,0,100
60ad5e41e09138d7c9827f4e,12,0,327,0,0,100
60ad5e41e09138d7c9827f4e,13,1,365,1,0,101
60ad5e41e09138d7c9827f4e,14,1,634,0,0,101
60ad5e41e09138d7c9827f4e,15,1,592,1,0,102
60ad5e41e09138d7c9827f4e,16,2,384,0,1,101
60ad5e41e09138d7c9827f4e,17,0,439,0,0,101
60ad5e41e09138d7c9827f4e,18,0,358,0,0,101
60ad5e41e09138d7c9827f4e,19,2,334,1,1,101
60ad5e41e09138d7c9827f4e,20,2,411,1,1,101
60ad5e41e09138d7c9827f4e,21,1,440,0,0,101
60ad5e41e09138d7c9827f4e,22,1,532,0,0,101
60ad5e41e09138d7c9827f4e,23,1,705,0,0,101
60ad5e41e09138d7c9827f4e,24,0,304,0,1,100
60ad5e41e09138d7c9827f4e,25,0,1,1,0,101
60ad5e41e09138d7c9827f4e,26,1,1318,0,0,101
60ad5e41e09138d7c9827f4e,27,1,465,0,0,101
60ad5e41e09138d7c9827f4e,28,0,386,0,0,101
60ad5e41e09138d7c9827f4e,29,2,577,0,0,101
60ad5e41e09138d7c9827f4e,30,1,301,1,0,102
60ad5e41e09138d7c9827f4e,31,0,498,0,1,101
60ad5e41e09138d7c9827f4e,32,2,372,0,0,101
60ad5e41e09138d7c9827f4e,33,1,962,0,1,100
60ad5e41e09138d7c9827f4e,34,2,403,1,1,100
60ad5e41e09138d7c9827f4e,35,0,472,0,0,100
60ad5e41e09138d7c9827f4e,36,2,700,0,0,100
60ad5e41e09138d7c9827f4e,37,1,421,0,1,99
60ad5e41e09138d7c9827f4e,38,0,328,0,0,99
60ad5e41e09138d7c9827f4e,39,0,846,1,0,100
60ad5e41e09138d7c9827f4e,40,2,685,1,1,100
60ad5e41e09138d7c9827f4e,41,1,379,1,0,101
60ad5e41e09138d7c9827f4e,42,0,527,0,0,101
60ad5e41e09138d7c9827f4e,43,1,266,0,1,100
60ad5e41e09138d7c9827f4e,44,2,267,1,0,101
60ad5e41e09138d7c9827f4e,45,2,284,1,0,102
60ad5e41e09138d7c9827f4e,46,2,659,1,1,102
60ad5e41e09138d7c9827f4e,47,2,793,1,0,103
60ad5e41e09138d7c9827f4e,48,2,457,0,1,102
60ad5e41e09138d7c9827f4e,49,0,474,0,0,102
60ad5e41e09138d7c9827f4e,50,2,386,1,1,102
60ad5e41e09138d7c9827f4e,51,0,297,1,0,103
60ad5e41e09138d7c9827f4e,52,1,255,1,1,103
60ad5e41e09138d7c9827f4e,53,1,384,0,0,103
60ad5e41e09138d7c9827f4e,54,1,305,0,0,103
60ad5e41e09138d7c9827f4e,55,1,280,0,0,103
60ad5e41e09138d7c9827f4e,56,2,269,1,0,104
60ad5e41e09138d7c9827f4e,57,0,393,1,0,105
60ad5e41e09138d7c9827f4e,58,0,386,1,1,105
60ad5e41e09138d7c9827f4e,59,0,453,0,1,104
60ad5e41e09138d7c9827f4e,60,2,250,0,0,104
60ad5e41e09138d7c9827f4e,61,2,408,1,0,105
60ad5e41e09138d7c9827f4e,62,1,329,0,1,104
60ad5e41e09138d7c9827f4e,63,2,278,0,0,104
60ad5e41e09138d7c9827f4e,64,2,414,1,0,105
60ad5e41e09138d7c9827f4e,65,2,358,1,0,106
60ad5e41e09138d7c9827f4e,66,2,437,1,0,107
60ad5e41e09138d7c9827f4e,67,2,674,1,1,107
60ad5e41e09138d7c9827f4e,68,0,319,1,0,108
60ad5e41e09138d7c9827f4e,69,0,548,0,1,107
60ad5e41e09138d7c9827f4e,70,1,443,0,0,107
60ad5e41e09138d7c9827f4e,71,0,433,1,1,107
60ad5e41e09138d7c9827f4e,72,1,893,0,0,107
60ad5e41e09138d7c9827f4e,73,2,406,1,1,107
60ad5e41e09138d7c9827f4e,74,0,518,1,0,108
60ad5e41e09138d7c9827f4e,75,2,343,1,1,108
60ad5e41e09138d7c9827f4e,76,1,361,0,1,107
60ad5e41e09138d7c9827f4e,77,0,421,0,0,107
60ad5e41e09138d7c9827f4e,78,0,403,0,1,106
60ad5e41e09138d7c9827f4e,79,0,629,1,1,106
60ad5e41e09138d7c9827f4e,80,2,970,0,1,105
60ad5e41e09138d7c9827f4e,81,1,815,0,0,105
60ad5e41e09138d7c9827f4e,82,0,690,1,0,106
60ad5e41e09138d7c9827f4e,83,0,476,1,0,107
60ad5e41e09138d7c9827f4e,84,0,594,0,1,106
60ad5e41e09138d7c9827f4e,85,2,410,1,1,106
60ad5e41e09138d7c9827f4e,86,2,357,0,0,106
60ad5e41e09138d7c9827f4e,87,2,76,1,1,106
60ad5e41e09138d7c9827f4e,88,0,1450,0,1,105
60ad5e41e09138d7c9827f4e,89,1,803,0,1,104
60ad5e41e09138d7c9827f4e,90,2,634,1,1,104
60ad5e41e09138d7c9827f4e,91,0,491,1,1,104
60ad5e41e09138d7c9827f4e,92,1,538,0,1,103
60ad5e41e09138d7c9827f4e,93,0,467,1,0,104
60ad5e41e09138d7c9827f4e,94,0,310,1,1,104
60ad5e41e09138d7c9827f4e,95,0,701,1,1,104
60ad5e41e09138d7c9827f4e,96,2,569,1,0,105
60ad5e41e09138d7c9827f4e,97,2,664,0,1,104
60ad5e41e09138d7c9827f4e,98,2,641,1,1,104
60ad5e41e09138d7c9827f4e,99,0,512,0,1,103
60ad5e41e09138d7c9827f4e,100,1,763,0,1,102
60ad5e41e09138d7c9827f4e,101,0,457,0,1,101
60ad5e41e09138d7c9827f4e,102,0,1452,0,1,100
60ad5e41e09138d7c9827f4e,103,2,421,0,1,99
60ad5e41e09138d7c9827f4e,104,0,405,1,1,99
60ad5e41e09138d7c9827f4e,105,0,526,1,0,100
60ad5e41e09138d7c9827f4e,106,0,584,0,1,99
60ad5e41e09138d7c9827f4e,107,1,1007,0,1,98
60ad5e41e09138d7c9827f4e,108,1,487,0,1,97
60ad5e41e09138d7c9827f4e,109,2,541,1,1,97
60ad5e41e09138d7c9827f4e,110,2,477,0,1,96
60ad5e41e09138d7c9827f4e,111,2,420,0,0,96
60ad5e41e09138d7c9827f4e,112,2,531,1,1,96
60ad5e41e09138d7c9827f4e,113,0,592,0,0,96
60ad5e41e09138d7c9827f4e,114,0,350,1,1,96
60ad5e41e09138d7c9827f4e,115,1,563,0,0,96
60ad5e41e09138d7c9827f4e,116,0,545,1,0,97
60ad5e41e09138d7c9827f4e,117,0,545,0,1,96
60ad5e41e09138d7c9827f4e,118,2,486,1,1,96
60ad5e41e09138d7c9827f4e,119,0,481,1,0,97
60ad5e41e09138d7c9827f4e,120,2,264,1,1,97
60ad5e41e09138d7c9827f4e,121,0,434,1,1,97
60ad5e41e09138d7c9827f4e,122,2,292,1,0,98
60ad5e41e09138d7c9827f4e,123,2,358,1,0,99
60ad5e41e09138d7c9827f4e,124,2,558,1,0,100
60ad5e41e09138d7c9827f4e,125,2,502,1,1,100
60ad5e41e09138d7c9827f4e,126,0,620,1,1,100
60ad5e41e09138d7c9827f4e,127,1,321,0,1,99
60ad5e41e09138d7c9827f4e,128,1,754,0,1,98
60ad5e41e09138d7c9827f4e,129,0,387,1,0,99
60ad5e41e09138d7c9827f4e,130,0,490,1,1,99
60ad5e41e09138d7c9827f4e,131,0,627,1,0,100
60ad5e41e09138d7c9827f4e,132,0,506,1,0,101
60ad5e41e09138d7c9827f4e,133,2,492,1,1,101
60ad5e41e09138d7c9827f4e,134,2,945,1,1,101
60ad5e41e09138d7c9827f4e,135,0,1712,1,0,102
60ad5e41e09138d7c9827f4e,136,0,948,1,0,103
60ad5e41e09138d7c9827f4e,137,0,647,1,0,104
60ad5e41e09138d7c9827f4e,138,0,408,0,0,104
60ad5e41e09138d7c9827f4e,139,0,332,1,0,105
60ad5e41e09138d7c9827f4e,140,0,398,1,0,106
60ad5e41e09138d7c9827f4e,141,0,369,1,0,107
60ad5e41e09138d7c9827f4e,142,2,406,0,1,106
60ad5e41e09138d7c9827f4e,143,1,430,0,1,105
60ad5e41e09138d7c9827f4e,144,0,533,0,1,104
60ad5e41e09138d7c9827f4e,145,2,415,0,1,103
60ad5e41e09138d7c9827f4e,146,2,580,1,1,103
60ad5e41e09138d7c9827f4e,147,2,427,1,1,103
60ad5e41e09138d7c9827f4e,148,2,439,1,1,103
60ad5e41e09138d7c9827f4e,149,1,480,0,0,103
60ad5e41e09138d7c9827f4e,150,1,463,0,0,103
60ad5e41e09138d7c9827f4e,151,1,589,0,0,103
60ad5e41e09138d7c9827f4e,152,1,398,0,0,103
60ad5e41e09138d7c9827f4e,153,1,1136,0,0,103
60ad5e41e09138d7c9827f4e,154,1,495,0,0,103
60ad5e41e09138d7c9827f4e,155,0,399,1,0,104
60ad5e41e09138d7c9827f4e,156,0,496,1,0,105
60ad5e41e09138d7c9827f4e,157,0,358,1,0,106
60ad5e41e09138d7c9827f4e,159,2,372,1,1,106
60ad5e41e09138d7c9827f4e,160,0,712,0,1,105
60ad5e41e09138d7c9827f4e,161,1,411,0,1,104
60ad5e41e09138d7c9827f4e,162,2,417,0,1,103
60ad5e41e09138d7c9827f4e,163,1,326,0,0,103
60ad5e41e09138d7c9827f4e,164,1,324,1,1,103
60ad5e41e09138d7c9827f4e,165,1,418,1,0,104
60ad5e41e09138d7c9827f4e,166,1,463,0,0,104
60ad5e41e09138d7c9827f4e,167,0,337,0,1,103
60ad5e41e09138d7c9827f4e,168,0,310,1,1,103
60ad5e41e09138d7c9827f4e,169,2,1,0,0,103
60ad5e41e09138d7c9827f4e,170,2,363,0,1,102
60ad5e41e09138d7c9827f4e,171,0,532,1,1,102
60ad5e41e09138d7c9827f4e,172,1,502,1,0,103
60ad5e41e09138d7c9827f4e,173,1,529,0,0,103
60ad5e41e09138d7c9827f4e,174,1,525,1,1,103
60ad5e41e09138d7c9827f4e,175,1,451,0,0,103
60ad5e41e09138d7c9827f4e,176,2,424,1,1,103
60ad5e41e09138d7c9827f4e,177,0,630,1,1,103
60ad5e41e09138d7c9827f4e,178,1,380,0,1,102
60ad5e41e09138d7c9827f4e,179,1,367,1,1,102
60ad5e41e09138d7c9827f4e,180,1,466,1,0,103
60ad5e41e09138d7c9827f4e,181,2,483,0,1,102
60ad5e41e09138d7c9827f4e,182,1,429,0,0,102
60ad5e41e09138d7c9827f4e,183,0,818,1,0,103
60ad5e41e09138d7c9827f4e,184,1,394,1,0,104
60ad5e41e09138d7c9827f4e,185,2,544,0,1,103
60ad5e41e09138d7c9827f4e,186,1,288,0,0,103
60ad5e41e09138d7c9827f4e,187,0,342,0,0,103
60ad5e41e09138d7c9827f4e,188,1,301,0,1,102
60ad5e41e09138d7c9827f4e,189,0,409,1,1,102
60ad5e41e09138d7c9827f4e,190,1,411,0,0,102
60ad5e41e09138d7c9827f4e,191,1,385,0,0,102
60ad5e41e09138d7c9827f4e,192,0,356,1,0,103
60ad5e41e09138d7c9827f4e,193,0,386,1,0,104
60ad5e41e09138d7c9827f4e,194,1,458,1,0,106
60ad5e41e09138d7c9827f4e,195,1,458,1,0,106
60ad5e41e09138d7c9827f4e,196,1,458,0,0,106
60ad5e41e09138d7c9827f4e,197,1,516,1,0,107
60ad5e41e09138d7c9827f4e,198,1,1082,1,0,108
60ad5e41e09138d7c9827f4e,199,1,337,1,0,109
60ad5e41e09138d7c9827f4e,200,1,529,0,0,109
63d15aaba87f414cf7eddcc5,2,2,1274,0,1,99
63d15aaba87f414cf7eddcc5,3,1,318,0,0,99
63d15aaba87f414cf7eddcc5,4,0,325,1,1,99
63d15aaba87f414cf7eddcc5,5,1,1428,0,0,99
63d15aaba87f414cf7eddcc5,6,0,281,0,0,99
63d15aaba87f414cf7eddcc5,7,2,433,1,1,99
63d15aaba87f414cf7eddcc5,8,2,785,1,1,99
63d15aaba87f414cf7eddcc5,9,1,478,1,0,100
63d15aaba87f414cf7eddcc5,10,1,285,0,0,100
63d15aaba87f414cf7eddcc5,11,0,291,0,0,100
63d15aaba87f414cf7eddcc5,12,0,278,1,1,100
63d15aaba87f414cf7eddcc5,13,2,905,0,1,99
63d15aaba87f414cf7eddcc5,14,1,284,1,0,100
63d15aaba87f414cf7eddcc5,15,1,314,0,0,100
63d15aaba87f414cf7eddcc5,16,0,308,0,0,100
63d15aaba87f414cf7eddcc5,17,1,406,0,0,100
63d15aaba87f414cf7eddcc5,18,2,1697,1,1,100
63d15aaba87f414cf7eddcc5,19,1,455,0,0,100
63d15aaba87f414cf7eddcc5,20,1,54,1,0,101
63d15aaba87f414cf7eddcc5,21,1,325,0,0,101
63d15aaba87f414cf7eddcc5,22,0,250,1,0,102
63d15aaba87f414cf7eddcc5,23,0,327,0,0,102
63d15aaba87f414cf7eddcc5,24,2,227,0,0,102
63d15aaba87f414cf7eddcc5,25,2,251,1,1,102
63d15aaba87f414cf7eddcc5,26,1,517,0,1,101
63d15aaba87f414cf7eddcc5,27,0,219,1,0,102
63d15aaba87f414cf7eddcc5,28,2,1109,0,1,101
63d15aaba87f414cf7eddcc5,29,0,236,0,1,100
63d15aaba87f414cf7eddcc5,30,1,320,0,1,99
63d15aaba87f414cf7eddcc5,31,0,313,0,0,99
63d15aaba87f414cf7eddcc5,32,2,250,0,0,99
63d15aaba87f414cf7eddcc5,33,1,182,1,1,99
63d15aaba87f414cf7eddcc5,34,0,1159,1,0,100
63d15aaba87f414cf7eddcc5,35,0,329,1,0,101
63d15aaba87f414cf7eddcc5,36,0,943,0,1,100
63d15aaba87f414cf7eddcc5,37,2,116,0,1,99
63d15aaba87f414cf7eddcc5,38,0,182,0,0,99
63d15aaba87f414cf7eddcc5,39,1,206,0,0,99
63d15aaba87f414cf7eddcc5,40,0,151,0,0,99
63d15aaba87f414cf7eddcc5,41,2,356,0,1,98
63d15aaba87f414cf7eddcc5,42,1,104,0,1,97
63d15aaba87f414cf7eddcc5,43,1,475,0,0,97
63d15aaba87f414cf7eddcc5,44,2,228,0,1,96
63d15aaba87f414cf7eddcc5,45,0,438,0,1,95
63d15aaba87f414cf7eddcc5,46,1,298,0,0,95
63d15aaba87f414cf7eddcc5,47,2,277,0,0,95
63d15aaba87f414cf7eddcc5,48,0,258,0,0,95
63d15aaba87f414cf7eddcc5,49,1,341,0,1,94
63d15aaba87f414cf7eddcc5,50,2,129,0,0,94
63d15aaba87f414cf7eddcc5,51,2,380,1,1,94
63d15aaba87f414cf7eddcc5,52,1,317,0,0,94
63d15aaba87f414cf7eddcc5,53,0,247,0,1,93
63d15aaba87f414cf7eddcc5,54,1,402,1,1,93
63d15aaba87f414cf7eddcc5,55,1,319,0,1,92
63d15aaba87f414cf7eddcc5,56,1,258,0,0,92
63d15aaba87f414cf7eddcc5,57,1,559,0,0,92
63d15aaba87f414cf7eddcc5,58,1,245,0,0,92
63d15aaba87f414cf7eddcc5,59,1,343,0,0,92
63d15aaba87f414cf7eddcc5,60,1,311,0,0,92
63d15aaba87f414cf7eddcc5,61,1,251,0,1,91
63d15aaba87f414cf7eddcc5,62,0,792,1,1,91
63d15aaba87f414cf7eddcc5,63,2,253,1,1,91
63d15aaba87f414cf7eddcc5,64,0,294,0,1,90
